Boar Stud,Inventory,Target,Inventory to target,boars,dist,actual,WeekCommencing,target,Missed Index,yrwk,Average Days Rest,Standard Deviation,Total Boars Culled,% Boars Culled in Bottom 25%,Total Boars,Boars Trained Within 14 Days,Percent Trained,% Boars Distributed,Average Inventory,rate,IScore,TScore,DScore,BScore,Total,wk,qt,yr,Month
MB 7081,196,200,98,120,96,126.001754,3/8/1950,126.3324239,0.322986657,202011,7.590909091,2.188992533,111,40.54054054,81,80,98.7654321,80,0,0.566326531,2,0,3,3,8,11,1,2020,NA
MB 7082,185,200,92.5,92,76,126.362811,3/8/1950,126.362811,3.83e-4,202011,7.285714286,1.30365156,79,45.56962025,79,78,98.73417722,82.60869565,0,0.427027027,2,3,3,3,11,11,1,2020,NA
MB 7092,473,450,105.1111111,473,405,125.8180634,3/8/1950,125.8237676,0.005704206,202011,7.741144414,1.656588699,105,65.71428571,95,94,98.94736842,85.62367865,0,0.221987315,3,3,3,3,12,11,1,2020,NA
MB 7093,389,450,86.44444444,389,381,125.3107482,3/8/1950,125.3133579,0.002609699,202011,6.75698324,1.250050466,79,58.2278481,100,100,100,97.94344473,0,0.203084833,3,3,3,3,12,11,1,2020,NA
MB 7094,326,450,72.44444444,326,310,125.7168822,3/8/1950,125.7288624,0.011980173,202011,6.608414239,0.840566682,75,70.66666667,39,39,100,95.09202454,0,0.23006135,3,3,3,3,12,11,1,2020,NA
MBW Cimarron,121,200,60.5,82,79,125.7841717,3/8/1950,125.7841717,0,202011,7.198275862,0.712861077,106,64.1509434,40,37,92.5,96.34146341,0,0.876033058,3,3,3,3,12,11,1,2020,NA
MBW Cyclone,270,200,135,228,217,125.5048064,3/8/1950,125.5297989,0.073630061,202011,7.141221374,1.075279183,44,27.27272727,98,96,97.95918367,95.1754386,0,0.162962963,0,2,3,3,8,11,1,2020,NA
MBW Yuma,144,145,99.31034483,119,74,126.3835343,3/8/1950,126.3846998,0.176220051,202011,6.352941176,1.819765601,42,59.52380952,49,47,95.91836735,62.18487395,0,0.291666667,3,0,3,3,9,11,1,2020,NA
Norson,275,200,137.5,114,26,125.1877844,3/8/1950,126.6306341,1.44284968,202011,10.08974359,1.645031065,224,9.821428571,114,82,71.92982456,22.80701754,0,0.814545455,0,0,0,1,1,11,1,2020,NA
Prestage MS,179,0,0,103,74,124.9780597,3/8/1950,125.4189161,0.442796833,202011,7.143884892,0.654539899,90,44.44444444,31,23,74.19354839,71.84466019,0,0.502793296,2,0,3,1,6,11,1,2020,NA
Princeton,341,435,78.3908046,300,240,125.9800999,3/8/1950,125.9808027,0.001628807,202011,6.806349206,0.91551959,149,32.88590604,110,105,95.45454545,80,0,0.436950147,1,3,3,3,10,11,1,2020,NA
SPGTX,141,150,94,32,18,0,3/8/1950,0,0,202011,7.388349515,2.087464968,99,54.54545455,164,156,95.12195122,56.25,0,0.70212766,3,3,3,3,12,11,1,2020,NA
SPGVA,234,292,80.1369863,75,52,242.3619558,3/8/1950,242.4371929,0.032086432,202011,6.927083333,1.404888933,153,61.4379085,102,100,98.03921569,69.33333333,0,0.653846154,3,3,3,3,12,11,1,2020,NA
SPGNC,203,220,92.27272727,91,62,244.1403722,3/15/1950,244.1403722,0.010984107,202012,6.927374302,1.911020473,107,63.55140187,106,102,96.22641509,68.13186813,0,0.527093596,3,3,3,3,12,12,1,2020,NA
Clinton,230,0,0,162,159,125.1552462,3/15/1950,125.2407225,0.082889959,202012,6.925531915,1.212584297,41,31.70731707,82,61,74.3902439,98.14814815,0,0.17826087,1,2,3,1,7,12,1,2020,NA
GCM23-4,262,0,0,201,117,126.8105756,3/15/1950,126.8347954,0.162937636,202012,10.67039106,4.441601766,0,0,294,138,46.93877551,58.20895522,0,0,3,0,0,0,3,12,1,2020,NA
GCM7-4,103,207,49.75845411,74,72,125.191569,3/15/1950,125.2789144,0.087345463,202012,7.082352941,2.605907961,91,37.36263736,0,0,0,97.2972973,0,0.883495146,1,2,3,3,9,12,1,2020,NA
High Desert,214,150,142.6666667,153,146,125.4825604,3/15/1950,125.5046393,0.092915057,202012,8.378531073,1.718281412,42,42.85714286,76,71,93.42105263,95.4248366,0,0.196261682,2,2,2,3,9,12,1,2020,NA
Ingold,163,0,0,126,95,126.1928054,3/15/1950,126.4862181,0.293412619,202012,9.346774194,4.84397934,76,65.78947368,94,84,89.36170213,75.3968254,0,0.466257669,3,0,1,2,6,12,1,2020,NA
MB 7081,196,200,98,120,98,126.171614,3/15/1950,126.2267702,0.177087389,202012,6.992592593,1.224722304,111,40.54054054,100,97,97,81.66666667,0,0.566326531,2,0,3,3,8,12,1,2020,NA
MB 7082,185,200,92.5,80,70,126.3406872,3/15/1950,126.3406872,0,202012,6.982857143,0.996974075,79,45.56962025,79,78,98.73417722,87.5,0,0.427027027,2,3,3,3,11,12,1,2020,NA
MB 7092,469,450,104.2222222,469,441,125.5830186,3/15/1950,125.5923189,0.009300322,202012,7.2811059910000004,1.914877374,105,65.71428571,149,148,99.32885906,94.02985075,0,0.223880597,3,3,3,3,12,12,1,2020,NA
MB 7093,439,450,97.55555556,389,366,125.3466894,3/15/1950,125.352595,0.00590555,202012,7.170212766,0.778213995,33,54.54545455,100,100,100,94.0874036,0,0.075170843,3,3,3,3,12,12,1,2020,NA
MB 7094,326,450,72.44444444,326,310,125.699713,3/15/1950,125.7194036,0.019690625,202012,6.336448598,0.996342611,75,70.66666667,39,39,100,95.09202454,0,0.23006135,3,3,3,3,12,12,1,2020,NA
MBW Cimarron,114,200,57,77,75,125.7731883,3/15/1950,125.7731883,0,202012,6.891891892,0.637485848,112,61.60714286,40,37,92.5,97.4025974,0,0.98245614,3,3,3,3,12,12,1,2020,NA
MBW Cyclone,262,200,131,220,216,125.3756914,3/15/1950,125.4452436,0.145050903,202012,6.64,1.221625752,43,18.60465116,98,96,97.95918367,98.18181818,0,0.164122137,0,1,3,3,7,12,1,2020,NA
MBW Yuma,144,145,99.31034483,119,79,126.3056075,3/15/1950,126.3056121,3.75e-6,202012,6.753846154,1.23301822,36,61.11111111,49,47,95.91836735,66.38655462,0,0.25,3,3,3,3,12,12,1,2020,NA
Norson,272,200,136,112,75,125.0094468,3/15/1950,125.8196892,0.81024242,202012,9.946745562,2.320355974,225,9.777777778,114,82,71.92982456,66.96428571,0,0.827205882,0,0,1,1,2,12,1,2020,NA
Prestage MS,207,0,0,102,95,124.9123173,3/15/1950,124.9123173,0.225839355,202012,7.899371069,1.332148586,90,44.44444444,31,23,74.19354839,93.1372549,0,0.434782609,2,0,3,1,6,12,1,2020,NA
Princeton,336,435,77.24137931,296,242,126.0126099,3/15/1950,126.0126099,0,202012,6.903614458,1.122302961,151,33.77483444,110,105,95.45454545,81.75675676,0,0.449404762,1,3,3,3,10,12,1,2020,NA
SPGTX,140,150,93.33333333,31,20,0,3/15/1950,0,0,202012,7.830769231,2.050291949,99,54.54545455,164,157,95.73170732,64.51612903,0,0.707142857,3,3,3,3,12,12,1,2020,NA
SPGVA,233,292,79.79452055,83,45,242.6512512,3/15/1950,242.6512512,0.061157363,202012,6.662983425,1.330083516,153,61.4379085,133,128,96.2406015,54.21686747,0,0.656652361,3,3,3,3,11,12,1,2020,NA
SPGNC,202,220,91.81818182,82,45,244.8811748,3/22/1950,244.8811748,0.00171999,202013,7.709090909,1.71442297,124,61.29032258,106,102,96.22641509,54.87804878,0,0.613861386,3,3,3,3,12,13,1,2020,NA
Clinton,230,0,0,193,171,125.4106586,3/22/1950,125.7595349,0.338122465,202013,7.238095238,0.870254249,41,31.70731707,113,91,80.53097345,88.60103627,0,0.17826087,1,0,3,2,6,13,1,2020,NA
GCM23-4,262,0,0,201,163,126.4512071,3/22/1950,126.4541117,0.018275777,202013,8.601036269,2.434859459,0,0,294,138,46.93877551,81.09452736,0,0,3,3,2,0,8,13,1,2020,NA
GCM7-4,103,207,49.75845411,74,56,125.3436796,3/22/1950,125.6597493,0.316069627,202013,9.08974359,3.283907624,91,37.36263736,0,0,0,75.67567568,0,0.883495146,1,0,1,3,5,13,1,2020,NA
High Desert,214,150,142.6666667,153,131,125.7025393,3/22/1950,125.7209099,0.083186579,202013,6.574850299,1.824885491,42,47.61904762,76,71,93.42105263,85.62091503,0,0.196261682,2,2,3,3,10,13,1,2020,NA
Ingold,163,0,0,126,103,126.183888,3/22/1950,126.3838034,0.199915443,202013,8.015151515,2.048961191,76,65.78947368,63,57,90.47619048,81.74603175,0,0.466257669,3,0,2,3,8,13,1,2020,NA
MB 7081,196,200,98,120,101,126.2110035,3/22/1950,126.2111435,0.044575291,202013,7.724324324,2.292403026,111,40.54054054,79,76,96.20253165,84.16666667,0,0.566326531,2,3,3,3,11,13,1,2020,NA
MB 7082,184,200,92,98,91,126.3347741,3/22/1950,126.3363145,0.001191108,202013,7.035928144,1.2018671,98,45.91836735,79,78,98.73417722,92.85714286,0,0.532608696,2,3,3,3,11,13,1,2020,NA
MB 7092,466,450,103.5555556,466,434,125.5678829,3/22/1950,125.5839831,0.016100201,202013,7.181603774,1.737513038,105,65.71428571,149,148,99.32885906,93.13304721,0,0.225321888,3,3,3,3,12,13,1,2020,NA
MB 7093,436,450,96.88888889,436,430,125.4979681,3/22/1950,125.5001177,0.002149609,202013,6.866336634,1.96165612,33,54.54545455,150,150,100,98.62385321,0,0.075688073,3,3,3,3,12,13,1,2020,NA
MB 7094,381,450,84.66666667,322,320,125.6365277,3/22/1950,125.6365277,0,202013,5.865625,1.328753482,75,70.66666667,39,39,100,99.37888199,0,0.196850394,3,3,2,3,11,13,1,2020,NA
MBW Cimarron,111,200,55.5,74,73,125.7799031,3/22/1950,125.7799031,0,202013,6.972222222,0.571247746,115,60,40,37,92.5,98.64864865,0,1.036036036,3,3,3,3,12,13,1,2020,NA
MBW Cyclone,260,200,130,218,213,125.3802963,3/22/1950,125.4611141,0.149771001,202013,6.909090909,1.518286799,42,16.66666667,98,96,97.95918367,97.70642202,0,0.161538462,0,1,3,3,7,13,1,2020,NA
MBW Yuma,141,145,97.24137931,116,90,126.1124572,3/22/1950,126.1124572,0,202013,7.217054264,1.745356519,39,58.97435897,49,47,95.91836735,77.5862069,0,0.276595745,3,3,3,3,12,13,1,2020,NA
Norson,273,200,136.5,113,64,125.0003729,3/22/1950,125.8934169,1.211910267,202013,9.481081081,2.404913204,226,9.734513274,114,82,71.92982456,56.63716814,0,0.827838828,0,0,1,1,2,13,1,2020,NA
Prestage MS,206,0,0,114,99,125.1485607,3/22/1950,125.3208867,1.265966244,202013,7.171232877,0.746112583,90,44.44444444,30,25,83.33333333,86.84210526,0,0.436893204,2,0,3,2,7,13,1,2020,NA
Princeton,330,435,75.86206897,291,229,126.0160887,3/22/1950,126.0236352,0.00673473,202013,7.056603774,0.747194821,157,33.75796178,110,105,95.45454545,78.69415808,0,0.475757576,1,3,3,3,10,13,1,2020,NA
SPGTX,139,150,92.66666667,31,18,0,3/22/1950,0,0,202013,7.676470588,1.912463422,100,54,134,131,97.76119403,58.06451613,0,0.71942446,3,3,3,3,12,13,1,2020,NA
SPGVA,233,292,79.79452055,83,46,242.6574655,3/22/1950,242.6574655,8.17e-5,202013,7.317073171,1.828947844,153,61.4379085,108,103,95.37037037,55.42168675,0,0.656652361,3,3,3,3,12,13,1,2020,NA
SPGNC,202,220,91.81818182,99,61,245.0696182,3/29/1950,245.1061754,0.084533245,202014,7.630681818,2.052168634,124,61.29032258,125,120,96,61.61616162,0,0.613861386,3,2,3,3,11,14,2,2020,NA
Clinton,227,0,0,191,172,125.4432142,3/29/1950,125.7420744,0.279369248,202014,7.529411765,2.88090668,41,31.70731707,113,91,80.53097345,90.05235602,0,0.18061674,1,0,3,2,6,14,2,2020,NA
GCM23-4,262,0,0,201,198,126.1377644,3/29/1950,126.1731095,0.058077109,202014,7.827309237,3.098890473,0,0,294,138,46.93877551,98.50746269,0,0,3,2,3,0,8,14,2,2020,NA
GCM7-4,24,207,11.5942029,24,11,125.3469957,3/29/1950,125.924772,0.577776276,202014,10.14285714,1.027105182,169,30.17751479,0,0,0,45.83333333,0,7.041666667,1,0,0,3,4,14,2,2020,NA
High Desert,213,150,142,152,122,125.8892651,3/29/1950,125.9032621,0.088905377,202014,7.92,2.456373108,42,47.61904762,76,71,93.42105263,80.26315789,0,0.197183099,2,2,3,3,10,14,2,2020,NA
Ingold,163,0,0,126,88,126.2206143,3/29/1950,126.5404462,0.31983189,202014,8.086206897,3.207515537,58,67.24137931,63,57,90.47619048,69.84126984,0,0.355828221,3,0,2,3,8,14,2,2020,NA
MB 7081,196,200,98,120,100,126.1804716,3/29/1950,126.1816376,0.00338624,202014,7.433862434,1.167884249,90,37.77777778,79,76,96.20253165,83.33333333,0,0.459183673,1,3,3,3,10,14,2,2020,NA
MB 7082,184,200,92,98,73,126.5772775,3/29/1950,126.5868521,0.005682508,202014,6.970414201,1.151738001,98,45.91836735,98,97,98.97959184,74.48979592,0,0.532608696,2,3,3,3,11,14,2,2020,NA
MB 7092,432,450,96,432,396,125.5812044,3/29/1950,125.6097568,0.028552384,202014,7.369109948,1.360248836,97,64.94845361,149,148,99.32885906,91.66666667,0,0.224537037,3,3,3,3,12,14,2,2020,NA
MB 7093,432,450,96,432,407,125.563092,3/29/1950,125.5724098,0.009317775,202014,7.22985782,1.569228892,33,54.54545455,150,150,100,94.21296296,0,0.076388889,3,3,3,3,12,14,2,2020,NA
MB 7094,380,450,84.44444444,380,360,125.7819498,3/29/1950,125.9233363,0.141386451,202014,5.5125,0.742675836,35,45.71428571,99,89,89.8989899,94.73684211,0,0.092105263,2,1,2,2,7,14,2,2020,NA
MBW Cimarron,106,200,53,72,72,125.7807764,3/29/1950,125.7807764,0,202014,6.822429907,0.84466231,94,57.44680851,40,37,92.5,100,0,0.886792453,3,3,3,3,12,14,2,2020,NA
MBW Cyclone,256,200,128,217,202,125.4358584,3/29/1950,125.6018081,0.158121894,202014,7.128099174,0.991727036,43,16.27906977,98,96,97.95918367,93.0875576,0,0.16796875,0,0,3,3,6,14,2,2020,NA
MBW Yuma,141,145,97.24137931,116,80,126.260855,3/29/1950,126.260855,0,202014,6.442857143,2.387833154,38,60.52631579,49,47,95.91836735,68.96551724,0,0.269503546,3,3,3,3,12,14,2,2020,NA
Norson,272,200,136,112,55,124.7334062,3/29/1950,126.030148,1.923796419,202014,10.02439024,1.715863265,227,9.691629956,114,82,71.92982456,49.10714286,0,0.834558824,0,0,0,1,1,14,2,2020,NA
Prestage MS,202,0,0,110,103,125.1325641,3/29/1950,125.1325641,0.941908654,202014,8.246835443,6.879015176,70,50,30,25,83.33333333,93.63636364,0,0.346534653,3,0,2,2,7,14,2,2020,NA
Princeton,328,435,75.40229885,290,237,125.9879933,3/29/1950,126.0029124,0.013761158,202014,6.840390879,0.773708397,157,32.48407643,0,0,0,81.72413793,0,0.478658537,1,3,3,3,10,14,2,2020,NA
SPGTX,138,150,92,31,19,0,3/29/1950,0,0,202014,7.064516129,0.881074136,100,54,134,131,97.76119403,61.29032258,0,0.724637681,3,3,3,3,12,14,2,2020,NA
SPGVA,233,292,79.79452055,83,46,243.1394723,3/29/1950,243.1394723,0,202014,6.783919598,1.34785378,118,61.01694915,108,103,95.37037037,55.42168675,0,0.506437768,3,3,3,3,12,14,2,2020,NA
SPGNC,201,220,91.36363636,99,60,245.1320889,4/5/1950,245.1320889,0.046543634,202015,7.772486772,2.203982048,124,61.29032258,97,94,96.90721649,60.60606061,0,0.616915423,3,3,3,3,12,15,2,2020,NA
Clinton,227,0,0,191,172,125.4737656,4/5/1950,125.7410382,0.337334825,202015,7.512315271,3.026875666,41,31.70731707,113,91,80.53097345,90.05235602,0,0.18061674,1,0,3,2,6,15,2,2020,NA
GCM23-4,261,0,0,200,193,126.1871941,4/5/1950,126.2123459,0.074970074,202015,6.84765625,2.07417226,0,0,294,138,46.93877551,96.5,0,0,3,2,3,0,8,15,2,2020,NA
High Desert,212,150,141.3333333,152,129,125.7264154,4/5/1950,125.7430807,0.088628213,202015,7.699421965,1.765907669,40,47.5,76,71,93.42105263,84.86842105,0,0.188679245,2,2,3,3,10,15,2,2020,NA
Ingold,163,0,0,126,87,126.0976274,4/5/1950,126.5629325,0.465305029,202015,8.895652174,2.307021749,58,67.24137931,63,57,90.47619048,69.04761905,0,0.355828221,3,0,2,3,8,15,2,2020,NA
MB 7081,174,200,87,106,87,126.1714603,4/5/1950,126.2014835,0.029131612,202015,7.059602649,0.967689951,90,37.77777778,79,76,96.20253165,82.0754717,0,0.517241379,1,3,3,3,10,15,2,2020,NA
MB 7082,183,200,91.5,97,84,126.3612817,4/5/1950,126.3813238,0.012264545,202015,7.039106145,1.852308394,98,45.91836735,79,79,100,86.59793814,0,0.535519126,2,3,3,3,11,15,2,2020,NA
MB 7092,427,450,94.88888889,427,400,125.6899845,4/5/1950,125.70921,0.019225493,202015,7.231552163,1.579467064,97,64.94845361,149,148,99.32885906,93.67681499,0,0.227166276,3,3,3,3,12,15,2,2020,NA
MB 7093,429,450,95.33333333,429,377,125.7994632,4/5/1950,125.8116334,0.012170204,202015,6.962318841,1.176946859,33,54.54545455,150,150,100,87.87878788,0,0.076923077,3,3,3,3,12,15,2,2020,NA
MB 7094,380,450,84.44444444,380,354,125.895615,4/5/1950,125.9542533,0.058638327,202015,5.90778098,0.969251233,35,45.71428571,99,89,89.8989899,93.15789474,0,0.092105263,2,2,2,2,8,15,2,2020,NA
MBW Cimarron,106,200,53,72,71,125.7781043,4/5/1950,125.7781043,0,202015,6.838095238,0.931539354,68,51.47058824,40,37,92.5,98.61111111,0,0.641509434,3,3,3,3,12,15,2,2020,NA
MBW Cyclone,246,200,123,212,211,125.3401533,4/5/1950,125.3475065,0.006988837,202015,7.323770492,1.619609935,51,23.52941176,98,96,97.95918367,99.52830189,0,0.207317073,0,3,3,3,9,15,2,2020,NA
MBW Yuma,135,145,93.10344828,113,69,126.333355,4/5/1950,126.333355,0,202015,7.189655172,1.149016919,38,60.52631579,49,47,95.91836735,61.0619469,0,0.281481481,3,3,3,3,12,15,2,2020,NA
Norson,271,200,135.5,111,59,124.5355896,4/5/1950,125.9799347,1.444345036,202015,9.366666667,2.52349142,228,9.649122807,114,82,71.92982456,53.15315315,0,0.841328413,0,0,1,1,2,15,2,2020,NA
Prestage MS,201,0,0,109,101,125.1481196,4/5/1950,125.1802135,0.556180843,202015,7.269461078,1.105501716,70,50,30,25,83.33333333,92.66055046,0,0.348258706,3,0,3,2,8,15,2,2020,NA
Princeton,326,435,74.94252874,288,234,125.9807617,4/5/1950,125.9810113,0.013255664,202015,6.903536977,0.785156876,157,32.48407643,0,0,0,81.25,0,0.481595092,1,3,3,3,10,15,2,2020,NA
SPGTX,138,150,92,31,17,0,4/5/1950,0,0,202015,7.666666667,1.350555441,100,54,134,131,97.76119403,54.83870968,0,0.724637681,3,3,3,3,12,15,2,2020,NA
SPGVA,233,292,79.79452055,83,47,244.0624712,4/5/1950,244.0624712,0.003169631,202015,7.742857143,1.789863816,118,61.01694915,108,103,95.37037037,56.62650602,0,0.506437768,3,3,3,3,12,15,2,2020,NA
SPGNC,201,220,91.36363636,99,67,244.9554562,4/12/1950,244.9554562,0.008390346,202016,7.328042328,1.501172194,99,65.65656566,97,94,96.90721649,67.67676768,0,0.492537313,3,3,3,3,12,16,2,2020,NA
Clinton,227,0,0,191,168,125.4420152,4/12/1950,125.7782613,0.315582891,202016,7.150753769,1.402518274,29,34.48275862,92,74,80.43478261,87.95811518,0,0.127753304,1,0,3,2,6,16,2,2020,NA
GCM23-4,261,0,0,200,189,126.2458337,4/12/1950,126.2511237,0.014352862,202016,7.646551724,1.343603157,0,0,294,138,46.93877551,94.5,0,0,3,3,3,0,9,16,2,2020,NA
High Desert,211,150,140.6666667,151,134,125.5783437,4/12/1950,125.5783437,0,202016,8.342281879,2.415523591,40,47.5,46,42,91.30434783,88.74172185,0,0.18957346,2,3,2,3,10,16,2,2020,NA
Ingold,168,0,0,103,63,126.1401781,4/12/1950,126.8262338,0.686055683,202016,9.413793103,3.687034871,83,60.24096386,63,57,90.47619048,61.16504854,0,0.494047619,3,0,1,3,7,16,2,2020,NA
MB 7081,194,200,97,117,102,126.1225339,4/12/1950,126.1563585,0.022475552,202016,7.477707006,1.723093474,111,38.73873874,79,76,96.20253165,87.17948718,0,0.572164948,1,3,3,3,10,16,2,2020,NA
MB 7082,183,200,91.5,97,76,126.4660175,4/12/1950,126.5042237,0.023416737,202016,6.981595092,1.002911765,78,41.02564103,79,79,100,78.35051546,0,0.426229508,2,3,3,3,11,16,2,2020,NA
MB 7092,424,450,94.22222222,424,404,125.5956225,4/12/1950,125.5958882,2.66e-4,202016,7.399515738,1.687388905,97,64.94845361,149,148,99.32885906,95.28301887,0,0.228773585,3,3,3,3,12,16,2,2020,NA
MB 7093,427,450,94.88888889,427,411,125.4564381,4/12/1950,125.4564381,0,202016,7.339901478,2.260281637,33,54.54545455,100,100,100,96.2529274,0,0.077283372,3,3,3,3,12,16,2,2020,NA
MB 7094,380,450,84.44444444,380,345,125.8982782,4/12/1950,126.0038636,0.10558538,202016,7.325443787,0.908582852,35,45.71428571,99,89,89.8989899,90.78947368,0,0.092105263,2,1,3,2,8,16,2,2020,NA
MBW Cimarron,106,200,53,72,71,125.7652325,4/12/1950,125.7652325,0,202016,6.219047619,1.351501675,68,51.47058824,40,37,92.5,98.61111111,0,0.641509434,3,3,3,3,12,16,2,2020,NA
MBW Cyclone,244,200,122,210,210,125.3299783,4/12/1950,125.3299783,0,202016,6.512295082,1.198358127,58,31.03448276,98,96,97.95918367,100,0,0.237704918,1,3,3,3,10,16,2,2020,NA
MBW Yuma,133,145,91.72413793,111,71,126.2883829,4/12/1950,126.2913289,0.002520096,202016,6.488721805,1.351859221,37,64.86486486,49,47,95.91836735,63.96396396,0,0.278195489,3,3,3,3,12,16,2,2020,NA
Norson,270,200,135,110,56,125.1607182,4/12/1950,126.000658,1.868235946,202016,11.29479769,4.578745968,150,8,114,82,71.92982456,50.90909091,0,0.555555556,0,0,0,1,1,16,2,2020,NA
Prestage MS,230,0,0,127,114,125.3650423,4/12/1950,125.5835891,1.526562898,202016,8.03030303,2.869996691,70,50,30,25,83.33333333,89.76377953,0,0.304347826,3,0,2,2,7,16,2,2020,NA
Princeton,325,435,74.71264368,287,232,125.9975571,4/12/1950,125.9975571,0,202016,6.872204473,0.545635888,157,32.48407643,0,0,0,80.83623693,0,0.483076923,1,3,3,3,10,16,2,2020,NA
SPGTX,135,150,90,30,21,0,4/12/1950,0,0,202016,7.754237288,1.287258006,103,53.39805825,134,131,97.76119403,70,0,0.762962963,3,3,3,3,12,16,2,2020,NA
SPGVA,234,292,80.1369863,73,37,243.7890269,4/12/1950,243.7890269,0,202016,6.912371134,2.095529796,146,64.38356164,108,103,95.37037037,50.68493151,0,0.623931624,3,3,3,3,12,16,2,2020,NA
SPGNC,201,220,91.36363636,99,59,244.6924592,4/19/1950,244.6924592,0.011033272,202017,7.335195531,1.460891424,99,65.65656566,97,94,96.90721649,59.5959596,0,0.492537313,3,3,3,3,12,17,2,2020,NA
Clinton,258,0,0,191,172,125.3905508,4/19/1950,125.7081961,0.34931824,202017,7.053658537,3.831250344,29,34.48275862,92,74,80.43478261,90.05235602,0,0.112403101,1,0,3,2,6,17,2,2020,NA
GCM23-4,261,0,0,200,194,126.1659475,4/19/1950,126.1757612,0.008499402,202017,7.764478764,2.544665498,0,0,294,138,46.93877551,97,0,0,3,3,3,0,9,17,2,2020,NA
High Desert,193,150,128.6666667,141,122,125.7261972,4/19/1950,125.7823441,0.046216118,202017,6.397727273,1.792299546,58,46.55172414,46,42,91.30434783,86.5248227,0,0.300518135,2,3,3,3,11,17,2,2020,NA
Ingold,165,0,0,131,83,126.39833899999999,4/19/1950,126.9020868,0.503747754,202017,11.27710843,7.1980913,83,60.24096386,63,57,90.47619048,63.35877863,0,0.503030303,3,0,0,3,6,17,2,2020,NA
MB 7081,194,200,97,117,103,126.1672955,4/19/1950,126.1672955,0.337184616,202017,7.090425532,1.511918366,111,38.73873874,99,96,96.96969697,88.03418803,0,0.572164948,1,0,3,3,7,17,2,2020,NA
MB 7082,182,200,91,84,73,126.462868,4/19/1950,126.462868,0,202017,7.357954545,2.017705718,78,41.02564103,79,79,100,86.9047619,0,0.428571429,2,3,3,3,11,17,2,2020,NA
MB 7092,463,450,102.8888889,463,424,125.8025382,4/19/1950,125.8041249,0.00158668,202017,7.14171123,1.375278967,57,54.38596491,149,148,99.32885906,91.57667387,0,0.123110151,3,3,3,3,12,17,2,2020,NA
MB 7093,426,450,94.66666667,426,386,125.7226582,4/19/1950,125.7316292,0.008971007,202017,7.201591512,1.764513559,33,54.54545455,100,100,100,90.61032864,0,0.077464789,3,3,3,3,12,17,2,2020,NA
MB 7094,379,450,84.22222222,379,316,126.0093103,4/19/1950,126.1247883,0.115477997,202017,7.853968254,1.066696997,35,45.71428571,99,89,89.8989899,83.37730871,0,0.092348285,2,1,3,2,8,17,2,2020,NA
MBW Cimarron,105,200,52.5,71,70,125.7537394,4/19/1950,125.7537394,0,202017,6.576086957,1.549432336,68,50,40,37,92.5,98.5915493,0,0.647619048,3,3,3,3,12,17,2,2020,NA
MBW Cyclone,244,200,122,210,210,125.3426806,4/19/1950,125.3426806,0.003087881,202017,6.685950413,0.906711333,56,32.14285714,98,96,97.95918367,100,0,0.229508197,1,3,3,3,10,17,2,2020,NA
MBW Yuma,133,145,91.72413793,111,66,126.3694836,4/19/1950,126.3773018,0.00651518,202017,7.120300752,1.817580785,30,60,49,47,95.91836735,59.45945946,0,0.22556391,3,3,3,3,12,17,2,2020,NA
Norson,269,200,134.5,110,57,125.1114858,4/19/1950,126.0049968,0.893511009,202017,10.47878788,3.696715547,75,16,18,9,50,51.81818182,0,0.278810409,0,0,0,0,0,17,2,2020,NA
Prestage MS,229,0,0,126,119,125.4175358,4/19/1950,125.4175358,0.73772869,202017,7.456647399,1.31389014,70,50,59,50,84.74576271,94.44444444,0,0.305676856,3,0,3,2,8,17,2,2020,NA
Princeton,323,435,74.25287356,286,230,125.9704511,4/19/1950,125.9714643,9.13e-4,202017,6.817275748,0.591467571,126,33.33333333,0,0,0,80.41958042,0,0.390092879,1,3,3,3,10,17,2,2020,NA
SPGTX,135,150,90,30,14,0,4/19/1950,0,0,202017,7.804878049,1.809168528,83,55.42168675,134,131,97.76119403,46.66666667,0,0.614814815,3,3,3,3,12,17,2,2020,NA
SPGVA,232,292,79.45205479,91,26,243.5679069,4/19/1950,243.5679069,0,202017,7.1125,1.659686642,146,64.38356164,138,132,95.65217391,28.57142857,0,0.629310345,3,3,3,3,12,17,2,2020,NA
SPGNC,206,220,93.63636364,88,46,245.4274167,4/26/1950,245.4274167,0.022858219,202018,7.634730539,1.764302249,99,65.65656566,97,94,96.90721649,52.27272727,0,0.480582524,3,3,3,3,12,18,2,2020,NA
Clinton,248,0,0,197,160,125.5516829,4/26/1950,126.0224826,0.467622384,202018,6.88700565,0.982055223,29,34.48275862,92,74,80.43478261,81.21827411,0,0.116935484,1,0,3,2,6,18,2,2020,NA
GCM23-4,261,0,0,200,189,126.1983643,4/26/1950,126.2092205,0.050639248,202018,6.828451883,0.999929677,0,0,294,138,46.93877551,94.5,0,0,3,2,3,0,8,18,2,2020,NA
High Desert,193,150,128.6666667,141,140,125.4247139,4/26/1950,125.4247139,0,202018,7.505494505,2.384914034,58,46.55172414,46,42,91.30434783,99.29078014,0,0.300518135,2,3,3,3,11,18,2,2020,NA
Ingold,164,0,0,131,89,126.1782345,4/26/1950,126.8020611,0.623826629,202018,10.23423423,3.08354859,83,60.24096386,94,84,89.36170213,67.9389313,0,0.506097561,3,0,0,2,5,18,2,2020,NA
