Boar Stud.x,BoarID,Breed,Boar Status,Date_Arrival,Date_Studout,Dispose_Code,Index,Boar Stud.y,Collnum,Col_Date,Tech,Ext_Name,Tot_Ext_Vol,Used_Doses,Dose_Actual,Collection Status,Sperm_Conc,Tot_Sperm,Sem_Vol_Used,TRCODE,Motility,Ext_Batch_Num,EBV,Boar Stud
MBW Cimarron,2109512,SPG240,WORKING,2024-01-22,NA,NA,103.86640132713985,MBW Cimarron,20000343744,2024-04-25,CC,5D 2B PCAI,NA,0,0,TR,0.101,18.98,188,43,65,2.3_502_4.5,103.87,MBW Cimarron
MBW Cimarron,2109523,SPG240,WORKING,2024-01-22,NA,NA,102.14344666251475,MBW Cimarron,20000343773,2024-04-25,SM,5D 2B PCAI,1139,34,34.03,US,0.191,74.87,392,NA,90,2.3_502_4.5,102.14,MBW Cimarron
MBW Cimarron,2109523,SPG240,WORKING,2024-01-22,NA,NA,102.14344666251475,MBW Cimarron,20000340470,2024-02-16,JU,5D 2B PCAI,NA,0,0,TR,0.101,18.98,188,43,70,2.3_604_4.5,105.37,MBW Cimarron
MBW Cimarron,2109523,SPG240,WORKING,2024-01-22,NA,NA,102.14344666251475,MBW Cimarron,20000339747,2024-01-30,CC,5D 2B PCAI,NA,0,0,TR,0.101,10.4,103,42,70,2.3_604_4.5,104.68,MBW Cimarron
MBW Cimarron,2109523,SPG240,WORKING,2024-01-22,NA,NA,102.14344666251475,MBW Cimarron,20000339752,2024-01-30,CC,NA,NA,0,0,NC,0,0,0,NA,0,2.3_604_4.5,104.68,MBW Cimarron
MBW Cimarron,2109523,SPG240,WORKING,2024-01-22,NA,NA,102.14344666251475,MBW Cimarron,20000343403,2024-04-18,CC,5D 2B PCAI,1164,35.9,35.98,US,0.174,79.16,455,NA,85,2.3_502_4.5,102.54,MBW Cimarron
MBW Cimarron,2109523,SPG240,WORKING,2024-01-22,NA,NA,102.14344666251475,MBW Cimarron,20000343136,2024-04-11,DW,5D 2B PCAI,NA,0,0,TR,0,0,NA,43,0,2.3_502_4.5,101.86,MBW Cimarron
MBW Cimarron,2109523,SPG240,WORKING,2024-01-22,NA,NA,102.14344666251475,MBW Cimarron,20000342791,2024-04-05,SM,5D 2B PCAI,NA,0,0,TR,0.101,23.83,236,43,75,2.3_502_4.5,102.04,MBW Cimarron
MBW Cimarron,2109523,SPG240,WORKING,2024-01-22,NA,NA,102.14344666251475,MBW Cimarron,20000342408,2024-03-28,SM,5D 2B PCAI,764,26.6,26.63,US,0.135,58.59,434,NA,80,2.3_502_4.5,102.03,MBW Cimarron
MBW Cimarron,2109523,SPG240,WORKING,2024-01-22,NA,NA,102.14344666251475,MBW Cimarron,20000340745,2024-02-22,SM,5D 2B PCAI,306,12.1,12.25,US,0.11,26.95,245,NA,85,2.3_604_4.5,104.51,MBW Cimarron
MBW Cimarron,2109523,SPG240,WORKING,2024-01-22,NA,NA,102.14344666251475,MBW Cimarron,20000342073,2024-03-22,SM,5D 2B PCAI,743,32.5,32.62,US,0,71.77,725,NA,85,2.3_502_4.5,102.31,MBW Cimarron
MBW Cimarron,2109523,SPG240,WORKING,2024-01-22,NA,NA,102.14344666251475,MBW Cimarron,20000341446,2024-03-07,JU,5D 2B PCAI,559,18,18.08,US,0.156,39.78,255,NA,90,2.3_604_4.5,103.51,MBW Cimarron
MBW Cimarron,2109523,SPG240,WORKING,2024-01-22,NA,NA,102.14344666251475,MBW Cimarron,20000341166,2024-03-01,SM,5D 2B PCAI,NA,0,0,TR,0.101,19.99,198,43,70,2.3_604_4.5,104.14,MBW Cimarron
MBW Cimarron,2109540,SPG240,DEAD,2024-01-22,2024-01-29,33,105.32940764238323,MBW Cimarron,20000339427,2024-01-24,DW,5D 2B PCAI,NA,0,0,TR,0.101,10.5,104,42,80,2.3_604_4.5,104.25,MBW Cimarron
MBW Cimarron,2109543,SPG240,DEAD,2024-01-22,2024-01-23,34,112.12616727636176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MBW Cimarron
MBW Cimarron,2109566,SPG240,WORKING,2024-01-22,NA,NA,104.70397992365915,MBW Cimarron,20000339421,2024-01-24,CC,NA,NA,0,0,NC,0,0,0,NA,0,NA,106.4,MBW Cimarron
MBW Cimarron,2109566,SPG240,WORKING,2024-01-22,NA,NA,104.70397992365915,MBW Cimarron,20000339772,2024-01-31,CC,5D 2B PCAI,213,8.6,8.77,US,0.106,19.29,182,NA,80,2.3_604_4.5,106.18,MBW Cimarron
MBW Cimarron,2109566,SPG240,WORKING,2024-01-22,NA,NA,104.70397992365915,MBW Cimarron,20000340456,2024-02-16,MF,5D 2B PCAI,NA,0,0,TR,0.101,27.77,275,43,70,2.3_604_4.5,105.73,MBW Cimarron
MBW Cimarron,2109566,SPG240,WORKING,2024-01-22,NA,NA,104.70397992365915,MBW Cimarron,20000340665,2024-02-20,SM,5D 2B PCAI,308,13.6,13.67,US,0,30.08,307,NA,90,2.3_604_4.5,105.56,MBW Cimarron
MBW Cimarron,2109566,SPG240,WORKING,2024-01-22,NA,NA,104.70397992365915,MBW Cimarron,20000343685,2024-04-23,JU,5D 2B PCAI,777,28.8,28.98,US,0.121,63.76,527,NA,85,2.3_502_4.5,104.7,MBW Cimarron
MBW Cimarron,2109566,SPG240,WORKING,2024-01-22,NA,NA,104.70397992365915,MBW Cimarron,20000341351,2024-03-05,CC,5D 2B PCAI,566,19.1,19.17,US,0.142,42.17,297,NA,90,2.3_604_4.5,104.849,MBW Cimarron
MBW Cimarron,2109566,SPG240,WORKING,2024-01-22,NA,NA,104.70397992365915,MBW Cimarron,20000341682,2024-03-12,CC,5D 2B PCAI,570,19.1,19.11,US,0.145,42.05,290,NA,85,2.3_604_4.5,104.459,MBW Cimarron
MBW Cimarron,2109566,SPG240,WORKING,2024-01-22,NA,NA,104.70397992365915,MBW Cimarron,20000341906,2024-03-19,DW,5D 2B PCAI,655,20.2,20.25,US,0.174,44.54,256,NA,85,2.3_502_4.5,105.239,MBW Cimarron
MBW Cimarron,2109566,SPG240,WORKING,2024-01-22,NA,NA,104.70397992365915,MBW Cimarron,20000341014,2024-02-27,JU,5D 2B PCAI,616,17.7,17.86,US,0.209,39.29,188,NA,85,2.3_604_4.5,105.5,MBW Cimarron
MBW Cimarron,2109566,SPG240,WORKING,2024-01-22,NA,NA,104.70397992365915,MBW Cimarron,20000342291,2024-03-26,MF,5D 2B PCAI,1120,38.2,38.25,US,0.14,84.14,601,NA,85,2.3_502_4.5,105.53,MBW Cimarron
MBW Cimarron,2109566,SPG240,WORKING,2024-01-22,NA,NA,104.70397992365915,MBW Cimarron,20000342979,2024-04-09,CC,5D 2B PCAI,740,24,24.08,US,0.154,52.97,344,NA,85,2.3_502_4.5,105.209,MBW Cimarron
MBW Cimarron,2109566,SPG240,WORKING,2024-01-22,NA,NA,104.70397992365915,MBW Cimarron,20000342615,2024-04-02,DH,5D 2B PCAI,669,24.3,24.43,US,0.125,53.75,430,NA,90,2.3_502_4.5,105.68,MBW Cimarron
MBW Cimarron,2109566,SPG240,WORKING,2024-01-22,NA,NA,104.70397992365915,MBW Cimarron,20000343387,2024-04-18,JU,5D 2B PCAI,1225,37.5,37.68,US,0.176,82.89,471,NA,90,2.3_502_4.5,104.849,MBW Cimarron
MBW Cimarron,2109573,SPG240,WORKING,2024-01-22,NA,NA,104.3383357359465,MBW Cimarron,20000343098,2024-04-11,DW,5D 2B PCAI,1091,34.7,34.83,US,0.161,76.63,476,NA,85,2.3_502_4.5,104.3,MBW Cimarron
MBW Cimarron,2109573,SPG240,WORKING,2024-01-22,NA,NA,104.3383357359465,MBW Cimarron,20000343314,2024-04-16,NW,5D 2B PCAI,734,27.2,27.23,US,0.122,59.9,491,NA,85,2.3_502_4.5,104.76,MBW Cimarron
MBW Cimarron,2109573,SPG240,WORKING,2024-01-22,NA,NA,104.3383357359465,MBW Cimarron,20000342699,2024-04-04,SM,5D 2B PCAI,NA,0,0,TR,0.101,53.73,532,43,75,2.3_502_4.5,104.16,MBW Cimarron
MBW Cimarron,2109573,SPG240,WORKING,2024-01-22,NA,NA,104.3383357359465,MBW Cimarron,20000342369,2024-03-28,SM,5D 2B PCAI,895,30.2,30.33,US,0.142,66.73,470,NA,80,2.3_502_4.5,104.39,MBW Cimarron
MBW Cimarron,2109573,SPG240,WORKING,2024-01-22,NA,NA,104.3383357359465,MBW Cimarron,20000340755,2024-02-22,DW,5D 2B PCAI,1216,33.9,33.93,US,0.24,74.64,311,NA,85,2.3_604_4.5,103.33,MBW Cimarron
MBW Cimarron,2109573,SPG240,WORKING,2024-01-22,NA,NA,104.3383357359465,MBW Cimarron,20000341985,2024-03-21,CC,5D 2B PCAI,1144,34.4,34.49,US,0.186,75.88,408,NA,90,2.3_502_4.5,104.18,MBW Cimarron
MBW Cimarron,2109573,SPG240,WORKING,2024-01-22,NA,NA,104.3383357359465,MBW Cimarron,20000341452,2024-03-07,CC,5D 2B PCAI,1242,39.2,39.22,US,0.165,86.29,523,NA,85,2.3_604_4.5,102.94,MBW Cimarron
MBW Cimarron,2109573,SPG240,WORKING,2024-01-22,NA,NA,104.3383357359465,MBW Cimarron,20000341123,2024-02-29,DW,5D 2B PCAI,1315,38,38.09,US,0.21,83.79,399,NA,85,2.3_604_4.5,103.43,MBW Cimarron
MBW Cimarron,2109573,SPG240,WORKING,2024-01-22,NA,NA,104.3383357359465,MBW Cimarron,20000343684,2024-04-23,DH,5D 2B PCAI,1305,42.5,42.63,US,0.153,93.78,613,NA,90,2.3_502_4.5,104.34,MBW Cimarron
MBW Cimarron,2109573,SPG240,WORKING,2024-01-22,NA,NA,104.3383357359465,MBW Cimarron,20000340053,2024-02-08,CC,5D 52ML PCAI,NA,0,0,TR,0.101,11.91,118,42,60,2.3_604_4.5,103.63,MBW Cimarron
MBW Cimarron,2109573,SPG240,WORKING,2024-01-22,NA,NA,104.3383357359465,MBW Cimarron,20000339430,2024-01-24,DW,5D 2B PCAI,NA,0,0,TR,0.101,10.9,108,42,70,2.3_604_4.5,104.09,MBW Cimarron
MBW Cimarron,2109594,SPG240,WORKING,2024-01-22,NA,NA,104.39036847772267,MBW Cimarron,20000339418,2024-01-24,CC,5D 2B PCAI,NA,0,0,TR,0.101,13.33,132,42,70,2.3_604_4.5,104.28,MBW Cimarron
MBW Cimarron,2109594,SPG240,WORKING,2024-01-22,NA,NA,104.39036847772267,MBW Cimarron,20000340047,2024-02-08,CC,5D 52ML PCAI,NA,0,0,TR,0.101,11.31,112,42,70,2.3_604_4.5,104.2,MBW Cimarron
MBW Cimarron,2109594,SPG240,WORKING,2024-01-22,NA,NA,104.39036847772267,MBW Cimarron,20000343683,2024-04-23,DW,5D 2B PCAI,472,17.7,17.8,US,0.119,39.15,329,NA,90,2.3_502_4.5,104.39,MBW Cimarron
MBW Cimarron,2109594,SPG240,WORKING,2024-01-22,NA,NA,104.39036847772267,MBW Cimarron,20000341433,2024-03-07,CC,5D 2B PCAI,795,27.8,27.93,US,0.133,61.44,462,NA,85,2.3_604_4.5,104.52,MBW Cimarron
MBW Cimarron,2109594,SPG240,WORKING,2024-01-22,NA,NA,104.39036847772267,MBW Cimarron,20000340776,2024-02-22,CC,5D 2B PCAI,462,15.1,15.13,US,0.152,33.28,219,NA,85,2.3_604_4.5,104.459,MBW Cimarron
MBW Cimarron,2109594,SPG240,WORKING,2024-01-22,NA,NA,104.39036847772267,MBW Cimarron,20000341031,2024-02-27,DW,5D 2B PCAI,770,26.7,26.7,US,0.136,58.75,432,NA,85,2.3_604_4.5,104.7,MBW Cimarron
MBW Cimarron,2109594,SPG240,WORKING,2024-01-22,NA,NA,104.39036847772267,MBW Cimarron,20000342294,2024-03-26,CC,5D 2B PCAI,NA,0,0,TR,0.101,14.64,145,42,70,2.3_502_4.5,105.03,MBW Cimarron
MBW Cimarron,2109594,SPG240,WORKING,2024-01-22,NA,NA,104.39036847772267,MBW Cimarron,20000342702,2024-04-04,JU,5D 2B PCAI,1600,46,46.03,US,0.215,101.26,471,NA,85,2.3_502_4.5,105.14,MBW Cimarron
MBW Cimarron,2109594,SPG240,WORKING,2024-01-22,NA,NA,104.39036847772267,MBW Cimarron,20000343088,2024-04-11,DW,5D 2B PCAI,NA,0,0,TR,0.101,31,307,43,75,2.3_502_4.5,104.56,MBW Cimarron
MBW Cimarron,2109594,SPG240,WORKING,2024-01-22,NA,NA,104.39036847772267,MBW Cimarron,20000343395,2024-04-18,SM,5D 2B PCAI,NA,0,0,TR,0.101,46.76,463,43,75,2.3_502_4.5,104.349,MBW Cimarron
MBW Cimarron,2109596,SPG240,WORKING,2024-01-22,NA,NA,100.45655064321274,MBW Cimarron,20000343424,2024-04-18,SM,5D 2B PCAI,492,20.2,20.28,US,0.106,44.62,421,NA,90,2.3_502_4.5,100.69,MBW Cimarron
MBW Cimarron,2109596,SPG240,WORKING,2024-01-22,NA,NA,100.45655064321274,MBW Cimarron,20000343125,2024-04-11,DW,5D 2B PCAI,741,26.6,26.65,US,0.128,58.62,458,NA,80,2.3_502_4.5,101.47,MBW Cimarron
MBW Cimarron,2109596,SPG240,WORKING,2024-01-22,NA,NA,100.45655064321274,MBW Cimarron,20000342733,2024-04-04,SM,5D 2B PCAI,1472,39.2,39.29,US,0.292,86.43,296,NA,90,2.3_502_4.5,102.38,MBW Cimarron
MBW Cimarron,2109596,SPG240,WORKING,2024-01-22,NA,NA,100.45655064321274,MBW Cimarron,20000342405,2024-03-28,CC,5D 2B PCAI,1699,45.4,45.45,US,0.289,99.99,346,NA,90,2.3_502_4.5,102.239,MBW Cimarron
MBW Cimarron,2109596,SPG240,WORKING,2024-01-22,NA,NA,100.45655064321274,MBW Cimarron,20000340773,2024-02-22,DW,5D 2B PCAI,926,25.5,25.55,US,0.251,56.22,224,NA,85,2.3_604_4.5,101.76,MBW Cimarron
MBW Cimarron,2109596,SPG240,WORKING,2024-01-22,NA,NA,100.45655064321274,MBW Cimarron,20000341475,2024-03-07,JU,5D 2B PCAI,1001,33.5,33.55,US,0.145,73.8,509,NA,90,2.3_604_4.5,101.81,MBW Cimarron
MBW Cimarron,2109596,SPG240,WORKING,2024-01-22,NA,NA,100.45655064321274,MBW Cimarron,20000341163,2024-03-01,JU,5D 2B PCAI,NA,0,0,TR,0.101,35.14,348,43,70,2.3_604_4.5,101.819,MBW Cimarron
MBW Cimarron,2109596,SPG240,WORKING,2024-01-22,NA,NA,100.45655064321274,MBW Cimarron,20000342023,2024-03-21,SM,5D 2B PCAI,1430,45.4,45.41,US,0.163,99.91,613,NA,85,2.3_502_4.5,101.959,MBW Cimarron
MBW Cimarron,2109596,SPG240,WORKING,2024-01-22,NA,NA,100.45655064321274,MBW Cimarron,20000343777,2024-04-25,JU,5D 2B PCAI,982,29.7,29.78,US,0.183,65.51,358,NA,90,2.3_502_4.5,100.459,MBW Cimarron
MBW Cimarron,2109596,SPG240,WORKING,2024-01-22,NA,NA,100.45655064321274,MBW Cimarron,20000340051,2024-02-08,CC,5D 52ML PCAI,NA,0,0,TR,0.101,11.51,114,42,60,2.3_604_4.5,101.61,MBW Cimarron
MBW Cimarron,2109596,SPG240,WORKING,2024-01-22,NA,NA,100.45655064321274,MBW Cimarron,20000339425,2024-01-24,DW,5D 2B PCAI,NA,0,0,TR,0.101,10.8,107,42,70,2.3_604_4.5,101.89,MBW Cimarron
MBW Cimarron,2109617,SPG240,WORKING,2024-01-22,NA,NA,99.11554943060516,MBW Cimarron,20000339397,2024-01-23,SM,5D 2B PCAI,NA,0,0,TR,0.101,15.75,156,43,0,2.3_604_4.5,102.54,MBW Cimarron
MBW Cimarron,2109617,SPG240,WORKING,2024-01-22,NA,NA,99.11554943060516,MBW Cimarron,20000340138,2024-02-09,JU,NA,NA,0,0,NC,0,0,0,NA,0,2.3_604_4.5,101.38,MBW Cimarron
MBW Cimarron,2109617,SPG240,WORKING,2024-01-22,NA,NA,99.11554943060516,MBW Cimarron,20000343813,2024-04-26,NW,5D 2B PCAI,503,15.6,15.79,US,0.167,34.73,208,NA,80,2.3_502_4.5,99.12,MBW Cimarron
MBW Cimarron,2109617,SPG240,WORKING,2024-01-22,NA,NA,99.11554943060516,MBW Cimarron,20000342077,2024-03-22,SM,5D 2B PCAI,646,22.8,22.92,US,0.131,50.43,385,NA,85,2.3_502_4.5,101.12,MBW Cimarron
MBW Cimarron,2109617,SPG240,WORKING,2024-01-22,NA,NA,99.11554943060516,MBW Cimarron,20000341165,2024-03-01,CC,5D 2B PCAI,321,13.1,13.25,US,0.106,29.15,275,NA,80,2.3_604_4.5,101.17,MBW Cimarron
MBW Cimarron,2109617,SPG240,WORKING,2024-01-22,NA,NA,99.11554943060516,MBW Cimarron,20000340834,2024-02-23,SR,5D 2B PCAI,275,13.1,13.19,US,0,29.02,319,NA,80,2.3_604_4.5,101.15,MBW Cimarron
MBW Cimarron,2109617,SPG240,WORKING,2024-01-22,NA,NA,99.11554943060516,MBW Cimarron,20000342421,2024-03-28,NW,5D 2B PCAI,NA,0,0,TR,0.101,17.27,171,43,75,2.3_502_4.5,100.63,MBW Cimarron
MBW Cimarron,2109617,SPG240,WORKING,2024-01-22,NA,NA,99.11554943060516,MBW Cimarron,20000342789,2024-04-05,SM,5D 2B PCAI,287,10.3,10.42,US,0.126,22.93,182,NA,80,2.3_502_4.5,100.569,MBW Cimarron
MBW Cimarron,2109617,SPG240,WORKING,2024-01-22,NA,NA,99.11554943060516,MBW Cimarron,20000343162,2024-04-12,NW,5D 2B PCAI,NA,0,0,TR,0.101,14.64,145,43,75,2.3_502_4.5,100.5,MBW Cimarron
MBW Cimarron,2109617,SPG240,WORKING,2024-01-22,NA,NA,99.11554943060516,MBW Cimarron,20000343489,2024-04-19,MF,5D 2B PCAI,NA,0,0,TR,0.101,37.26,369,43,75,2.3_502_4.5,99.61,MBW Cimarron
MBW Cimarron,2109625,SPG240,DEAD,2024-01-22,2024-02-01,34,105.23957926728448,MBW Cimarron,20000339429,2024-01-24,DW,NA,NA,0,0,NC,0,0,0,NA,0,2.3_604_4.5,105.599,MBW Cimarron
MBW Cimarron,2109628,SPG240,WORKING,2024-01-22,NA,NA,98.73642366181889,MBW Cimarron,20000339377,2024-01-23,SM,5D 2B PCAI,NA,0,0,TR,0.101,9.89,98,43,50,2.3_604_4.5,101.26,MBW Cimarron
MBW Cimarron,2109628,SPG240,WORKING,2024-01-22,NA,NA,98.73642366181889,MBW Cimarron,20000340057,2024-02-08,JU,5D 52ML PCAI,NA,0,0,TR,0.101,8.78,87,42,60,2.3_604_4.5,100.61,MBW Cimarron
MBW Cimarron,2109628,SPG240,WORKING,2024-01-22,NA,NA,98.73642366181889,MBW Cimarron,20000343815,2024-04-26,SM,5D 2B PCAI,NA,0,0,TR,0.101,32.42,321,43,75,2.3_502_4.5,98.74,MBW Cimarron
MBW Cimarron,2109628,SPG240,WORKING,2024-01-22,NA,NA,98.73642366181889,MBW Cimarron,20000343491,2024-04-19,CC,5D 2B PCAI,NA,0,0,TR,0.101,46.05,456,43,80,2.3_502_4.5,99.09,MBW Cimarron
MBW Cimarron,2109628,SPG240,WORKING,2024-01-22,NA,NA,98.73642366181889,MBW Cimarron,20000343172,2024-04-12,NW,5D 2B PCAI,NA,0,0,TR,0.101,35.95,356,43,75,2.3_502_4.5,99.37,MBW Cimarron
MBW Cimarron,2109628,SPG240,WORKING,2024-01-22,NA,NA,98.73642366181889,MBW Cimarron,20000342798,2024-04-05,SM,5D 2B PCAI,NA,0,0,TR,0.101,41,406,43,75,2.3_502_4.5,99.56,MBW Cimarron
MBW Cimarron,2109628,SPG240,WORKING,2024-01-22,NA,NA,98.73642366181889,MBW Cimarron,20000342445,2024-03-29,SR,5D 2B PCAI,NA,0,0,TR,0.101,37.26,369,43,70,2.3_502_4.5,100.06,MBW Cimarron
MBW Cimarron,2109628,SPG240,WORKING,2024-01-22,NA,NA,98.73642366181889,MBW Cimarron,20000340844,2024-02-23,CC,5D 2B PCAI,614,21.1,21.14,US,0.138,46.5,337,NA,80,2.3_604_4.5,100.29,MBW Cimarron
MBW Cimarron,2109628,SPG240,WORKING,2024-01-22,NA,NA,98.73642366181889,MBW Cimarron,20000341180,2024-03-01,JU,5D 2B PCAI,297,14.6,14.64,US,0,32.21,362,NA,80,2.3_604_4.5,100.01,MBW Cimarron
MBW Cimarron,2109628,SPG240,WORKING,2024-01-22,NA,NA,98.73642366181889,MBW Cimarron,20000342084,2024-03-22,JU,5D 2B PCAI,NA,0,0,TR,0.101,30.09,298,43,70,2.3_502_4.5,100.13,MBW Cimarron
MBW Cimarron,2109633,SPG240,WORKING,2024-01-22,NA,NA,106.84307847266629,MBW Cimarron,20000341885,2024-03-19,DH,5D 2B PCAI,772,22.7,22.77,US,0.198,50.09,253,NA,85,2.3_502_4.5,106.59,MBW Cimarron
MBW Cimarron,2109633,SPG240,WORKING,2024-01-22,NA,NA,106.84307847266629,MBW Cimarron,20000341328,2024-03-05,CC,5D 2B PCAI,829,25.5,25.52,US,0.176,56.14,319,NA,90,2.3_604_4.5,106.15,MBW Cimarron
MBW Cimarron,2109633,SPG240,WORKING,2024-01-22,NA,NA,106.84307847266629,MBW Cimarron,20000341661,2024-03-12,NW,5D 2B PCAI,NA,0,0,TR,0.101,6.16,61,43,0,2.3_604_4.5,106.08,MBW Cimarron
MBW Cimarron,2109633,SPG240,WORKING,2024-01-22,NA,NA,106.84307847266629,MBW Cimarron,20000340994,2024-02-27,JU,5D 2B PCAI,522,18.2,18.27,US,0.134,40.2,300,NA,85,2.3_604_4.5,106.43,MBW Cimarron
MBW Cimarron,2109633,SPG240,WORKING,2024-01-22,NA,NA,106.84307847266629,MBW Cimarron,20000342602,2024-04-02,CC,5D 2B PCAI,644,20.6,20.67,US,0.159,45.47,286,NA,85,2.3_502_4.5,106.88,MBW Cimarron
MBW Cimarron,2109633,SPG240,WORKING,2024-01-22,NA,NA,106.84307847266629,MBW Cimarron,20000342952,2024-04-09,DH,5D 2B PCAI,401,13.1,13.13,US,0.152,28.88,190,NA,85,2.3_502_4.5,106.5,MBW Cimarron
MBW Cimarron,2109633,SPG240,WORKING,2024-01-22,NA,NA,106.84307847266629,MBW Cimarron,20000343299,2024-04-16,JU,5D 2B PCAI,NA,0,0,TR,0.101,11.51,114,43,70,2.3_502_4.5,106.94,MBW Cimarron
MBW Cimarron,2109633,SPG240,WORKING,2024-01-22,NA,NA,106.84307847266629,MBW Cimarron,20000342269,2024-03-26,CC,5D 2B PCAI,1023,33.5,33.51,US,0.152,73.72,485,NA,85,2.3_502_4.5,106.9,MBW Cimarron
MBW Cimarron,2109633,SPG240,WORKING,2024-01-22,NA,NA,106.84307847266629,MBW Cimarron,20000343661,2024-04-23,DH,5D 2B PCAI,NA,0,0,TR,0.101,16.56,164,43,60,2.3_502_4.5,106.84,MBW Cimarron
MBW Cimarron,2109633,SPG240,WORKING,2024-01-22,NA,NA,106.84307847266629,MBW Cimarron,20000340054,2024-02-08,CC,5D 52ML PCAI,NA,0,0,TR,0.101,16.76,166,42,60,2.3_604_4.5,107.239,MBW Cimarron
MBW Cimarron,2109633,SPG240,WORKING,2024-01-22,NA,NA,106.84307847266629,MBW Cimarron,20000340660,2024-02-20,SR,5D 2B PCAI,638,19,19.09,US,0.19,41.99,221,NA,85,2.3_604_4.5,106.55,MBW Cimarron
MBW Cimarron,2109633,SPG240,WORKING,2024-01-22,NA,NA,106.84307847266629,MBW Cimarron,20000340433,2024-02-16,JU,5D 52ML PCAI,216,7,7.07,US,0.107,16.26,152,NA,80,2.3_604_4.5,106.7,MBW Cimarron
MBW Cimarron,2109633,SPG240,WORKING,2024-01-22,NA,NA,106.84307847266629,MBW Cimarron,20000339431,2024-01-24,DW,5D 2B PCAI,NA,0,0,TR,0.101,10.4,103,42,70,2.3_604_4.5,107.19,MBW Cimarron
MBW Cimarron,2109634,SPG240,WORKING,2024-01-22,NA,NA,102.86867403140683,MBW Cimarron,20000339424,2024-01-24,DW,5D 2B PCAI,NA,0,0,TR,0.101,10.4,103,42,80,2.3_604_4.5,106,MBW Cimarron
MBW Cimarron,2109634,SPG240,WORKING,2024-01-22,NA,NA,102.86867403140683,MBW Cimarron,20000340403,2024-02-15,CC,5D 2B PCAI,NA,0,0,TR,0.101,9.49,94,43,80,2.3_604_4.5,104.75,MBW Cimarron
MBW Cimarron,2109634,SPG240,WORKING,2024-01-22,NA,NA,102.86867403140683,MBW Cimarron,20000340671,2024-02-20,DH,5D 2B PCAI,635,25.8,25.97,US,0.107,57.13,534,NA,85,2.3_604_4.5,104.2,MBW Cimarron
MBW Cimarron,2109634,SPG240,WORKING,2024-01-22,NA,NA,102.86867403140683,MBW Cimarron,20000340050,2024-02-08,CC,5D 52ML PCAI,NA,0,0,TR,0.101,10.3,102,42,70,2.3_604_4.5,105.34,MBW Cimarron
MBW Cimarron,2109634,SPG240,WORKING,2024-01-22,NA,NA,102.86867403140683,MBW Cimarron,20000343761,2024-04-25,MF,5D 2B PCAI,837,31,31.05,US,0.122,68.32,560,NA,90,2.3_502_4.5,102.87,MBW Cimarron
MBW Cimarron,2109634,SPG240,WORKING,2024-01-22,NA,NA,102.86867403140683,MBW Cimarron,20000342383,2024-03-28,DW,5D 2B PCAI,685,23.1,23.14,US,0.143,50.9,356,NA,80,2.3_502_4.5,103.28,MBW Cimarron
MBW Cimarron,2109634,SPG240,WORKING,2024-01-22,NA,NA,102.86867403140683,MBW Cimarron,20000343115,2024-04-11,CC,5D 2B PCAI,1059,33.9,33.97,US,0.159,74.73,470,NA,90,2.3_502_4.5,102.79,MBW Cimarron
MBW Cimarron,2109634,SPG240,WORKING,2024-01-22,NA,NA,102.86867403140683,MBW Cimarron,20000343385,2024-04-18,SM,5D 2B PCAI,616,20.7,20.8,US,0.143,45.76,320,NA,85,2.3_502_4.5,103.22,MBW Cimarron
MBW Cimarron,2109634,SPG240,WORKING,2024-01-22,NA,NA,102.86867403140683,MBW Cimarron,20000342717,2024-04-04,SM,5D 2B PCAI,1266,39.9,39.97,US,0.165,87.94,533,NA,90,2.3_502_4.5,103.18,MBW Cimarron
MBW Cimarron,2109634,SPG240,WORKING,2024-01-22,NA,NA,102.86867403140683,MBW Cimarron,20000341108,2024-02-29,CC,5D 2B PCAI,902,28.5,28.55,US,0.164,62.81,383,NA,85,2.3_604_4.5,103.94,MBW Cimarron
MBW Cimarron,2109634,SPG240,WORKING,2024-01-22,NA,NA,102.86867403140683,MBW Cimarron,20000341441,2024-03-07,MF,5D 2B PCAI,1132,35.2,35.31,US,0.17,77.69,457,NA,85,2.3_604_4.5,103.48,MBW Cimarron
MBW Cimarron,2109634,SPG240,WORKING,2024-01-22,NA,NA,102.86867403140683,MBW Cimarron,20000341989,2024-03-21,CC,5D 2B PCAI,1344,41.2,41.27,US,0.177,90.8,513,NA,85,2.3_502_4.5,103.43,MBW Cimarron
MBW Cimarron,2109635,SPG240,WORKING,2024-01-22,NA,NA,110.69192659823301,MBW Cimarron,20000341834,2024-03-18,MF,5D 2B PCAI,907,27.7,27.74,US,0.179,61.03,341,NA,90,2.3_604_4.5,110.92,MBW Cimarron
MBW Cimarron,2109635,SPG240,WORKING,2024-01-22,NA,NA,110.69192659823301,MBW Cimarron,20000341611,2024-03-11,CC,5D 2B PCAI,570,17.7,17.77,US,0.17,39.1,230,NA,85,2.3_604_4.5,110.36,MBW Cimarron
MBW Cimarron,2109635,SPG240,WORKING,2024-01-22,NA,NA,110.69192659823301,MBW Cimarron,20000341287,2024-03-04,CC,5D 2B PCAI,585,18.1,18.19,US,0.171,40.01,234,NA,85,2.3_604_4.5,110.39,MBW Cimarron
