Boar Stud,BoarID.x,Breed.x.x,Boar Status.x,Col_Date.x,Collected.x,Collection Status.x,Distributed.x,Index.x,Included.x,Needed,Actual
MB 7093,2068990,SPG240,WORKING,2024-04-28,YES,US,YES,96.03286954274441,YES,377,1
MB 7092,2084709,SPG240,WORKING,2024-04-28,YES,US,YES,96.00766967369297,YES,366,1
MB 7094,2081122,SPG240,WORKING,2024-04-28,YES,US,NO,95.98524208471906,YES,298,NA
MB 7093,2088424,SPG240,WORKING,2024-04-26,YES,US,YES,95.97358206591275,YES,377,1
MBW Cyclone,2096709,SPG240,WORKING,2024-04-26,YES,TR,NO,95.95982412089445,YES,172,0
MBW Cyclone,2073545,SPG240,WORKING,2024-04-25,YES,US,NO,95.93681294992129,YES,172,NA
MB 7093,2068504,SPG240,WORKING,2024-04-22,YES,US,YES,95.91010891027312,YES,377,1
MB 7092,2052893,SPG240,WORKING,2024-04-28,YES,US,YES,95.90206046517426,YES,366,1
Skyline Boar Stud,3165F,SPG240,WORKING,2024-04-24,YES,US,NO,95.87447811431119,YES,57,NA
MB 7094,2081388,SPG240,WORKING,2024-04-28,YES,US,NO,95.8672359182359,YES,298,NA
MB 7094,2106692,SPG240,WORKING,2024-04-28,YES,US,NO,95.8547838353785,YES,298,NA
MBW Cyclone,2096421,SPG240,WORKING,2024-04-26,YES,US,NO,95.84267433634334,YES,172,NA
MB 7092,2053530,SPG240,WORKING,2024-04-28,YES,US,YES,95.8411288508742,YES,366,1
MB 7093,2094109,SPG240,WORKING,2024-04-28,YES,TR,NO,95.84100710759273,YES,377,1
MB 7093,2071833,SPG240,WORKING,2024-04-28,YES,TR,NO,95.80513362529318,YES,377,1
MBW Cyclone,2096766,SPG240,WORKING,2024-04-26,YES,US,NO,95.7960036207474,YES,172,NA
MB 7093,2088472,SPG240,WORKING,2024-04-28,YES,US,YES,95.78828757710322,YES,377,1
MB 7094,2067683,SPG240,WORKING,2024-04-28,YES,US,NO,95.78239907054144,YES,298,NA
MBW Cimarron,2037336,SPG240,WORKING,2024-04-28,YES,US,NO,95.77895223697291,YES,158,NA
MB 7093,2068512,SPG240,WORKING,2024-04-28,YES,TR,NO,95.74426947292658,YES,377,1
MB 7093,2057941,SPG240,WORKING,2024-04-26,YES,US,YES,95.7375907912397,YES,377,1
MB 7094,2099320,SPG240,WORKING,2024-04-28,YES,US,NO,95.72484731818761,YES,298,NA
MB 7092,2071437,SPG240,WORKING,2024-04-28,YES,US,YES,95.68949089418396,YES,366,1
MBW Yuma,2074736,SPG240,WORKING,2024-04-26,YES,US,YES,95.68109427886495,YES,79,1
MB 7094,2069867,SPG240,WORKING,2024-04-28,YES,US,NO,95.67809800886921,YES,298,NA
MBW Cyclone,2085731,SPG240,WORKING,2024-04-26,YES,US,NO,95.65537737352999,YES,172,NA
MB 7093,2031276,SPG240,WORKING,2024-04-28,YES,US,YES,95.64943463407276,YES,377,1
MB 7092,2071632,SPG240,WORKING,2024-04-28,YES,US,YES,95.64751526979518,YES,366,1
MBW Cyclone,2085805,SPG240,WORKING,2024-04-26,YES,US,NO,95.64324225815382,YES,172,NA
MB 7094,2064620,SPG240,WORKING,NA,NO,NA,NO,95.64092464688183,YES,298,NA
MB 7094,2065572,SPG240,WORKING,2024-04-26,YES,US,YES,95.62650640751569,YES,298,1
MB 7094,2079517,SPG240,WORKING,2024-04-28,YES,US,NO,95.62543643110176,YES,298,NA
Skyline Boar Stud,2103373,SPG240,WORKING,2024-04-24,YES,US,NO,95.61186868951499,YES,57,NA
MB 7092,2056229,SPG240,WORKING,2024-04-28,YES,US,YES,95.59466286684307,YES,366,1
MB 7093,2063930,SPG240,WORKING,2024-04-26,YES,US,YES,95.5657017504533,YES,377,1
MB 7092,2087588,SPG240,WORKING,2024-04-28,YES,US,YES,95.56513473602485,YES,366,1
MB 7092,2067781,SPG240,WORKING,2024-04-28,YES,TR,NO,95.56244827341028,YES,366,1
MB 7082,2050546,SPG240,WORKING,2024-04-26,YES,US,YES,95.55331388718265,YES,77,1
Skyline Boar Stud,2014478,SPG240,WORKING,2024-04-24,YES,US,NO,95.55202761952195,YES,57,NA
MB 7092,2068988,SPG240,WORKING,2024-04-28,YES,US,YES,95.54915059702027,YES,366,1
MB 7094,2069733,SPG240,WORKING,2024-04-28,YES,US,NO,95.5486546066369,YES,298,NA
MBW Cyclone,2070017,SPG240,WORKING,2024-04-26,YES,US,NO,95.54551247178297,YES,172,NA
MBW Yuma,2048501,SPG240,WORKING,2024-04-26,YES,US,NO,95.52422615951126,YES,79,NA
MB 7094,2065253,SPG240,WORKING,2024-04-26,YES,US,YES,95.50704583869994,YES,298,1
MBW Yuma,2074726,SPG240,WORKING,2024-04-26,YES,US,NO,95.50358532664917,YES,79,NA
MB 7094,2069812,SPG240,WORKING,NA,NO,NA,NO,95.46686697404354,YES,298,NA
MB 7094,2081111,SPG240,WORKING,2024-04-28,YES,US,NO,95.45119213786398,YES,298,NA
MB 7093,2074641,SPG240,WORKING,2024-04-28,YES,US,YES,95.41571786187572,YES,377,1
MB 7094,2081406,SPG240,WORKING,NA,NO,NA,NO,95.413457588247,YES,298,NA
MB 7094,2080980,SPG240,WORKING,2024-04-28,YES,US,NO,95.40067006159266,YES,298,NA
Skyline Boar Stud,2014466,SPG240,WORKING,2024-04-24,YES,US,NO,95.40015768579524,YES,57,NA
MB 7092,9063F,SPG240,WORKING,2024-04-28,YES,US,YES,95.37268152986611,YES,366,1
MB 7093,2055550,SPG240,WORKING,2024-04-26,YES,US,YES,95.37226989022227,YES,377,1
Skyline Boar Stud,2097430,SPG240,WORKING,2024-04-24,YES,US,NO,95.36377744940877,YES,57,NA
MB 7092,2068815,SPG240,WORKING,2024-04-28,YES,US,YES,95.35435325387455,YES,366,1
MBW Cyclone,2096615,SPG240,WORKING,2024-04-26,YES,US,NO,95.35125730382056,YES,172,NA
MBW Cyclone,2054475,SPG240,WORKING,2024-04-26,YES,US,NO,95.34298632370468,YES,172,NA
Skyline Boar Stud,2032088,SPG240,NONWORKING,2024-04-26,YES,TR,NO,95.3002402784424,NO,57,NA
SPGVA,2054910,SPG240,WORKING,2024-04-27,YES,TR,NO,95.28134057325262,YES,135,0
MB 7094,2069481,SPG240,WORKING,NA,NO,NA,NO,95.27979270714238,YES,298,NA
MB 7093,2084998,SPG240,WORKING,2024-04-28,YES,US,YES,95.23684972638053,YES,377,1
MB 7093,2070646,SPG240,WORKING,2024-04-28,YES,US,YES,95.22873645873048,YES,377,1
MB 7092,2097753,SPG240,WORKING,2024-04-28,YES,US,YES,95.21330563427111,YES,366,1
MB 7092,2080893,SPG240,WORKING,2024-04-28,YES,US,YES,95.20974906569539,YES,366,1
Skyline Boar Stud,2014627,SPG240,WORKING,2024-04-24,YES,US,NO,95.205630687923275,YES,57,NA
MBW Cimarron,2074481,SPG240,WORKING,2024-04-28,YES,US,NO,95.18272651915917,YES,158,NA
MBW Cimarron,2069067,SPG240,WORKING,2024-04-28,YES,US,NO,95.16069177987083,YES,158,NA
MB 7094,2065983,SPG240,WORKING,2024-04-28,YES,US,NO,95.16051676912808,YES,298,NA
MB 7092,2071640,SPG240,WORKING,2024-04-28,YES,US,YES,95.14151733088326,YES,366,1
MBW Cyclone,2085642,SPG240,WORKING,2024-04-24,YES,US,NO,95.1072782849849,YES,172,NA
MB 7094,2068637,SPG240,WORKING,NA,NO,NA,NO,95.09737622178297,YES,298,NA
MBW Cimarron,2052795,SPG240,NONWORKING,2024-04-23,YES,TR,NO,95.0957862456437,NO,158,NA
SPGVA,2055981,SPG240,WORKING,2024-04-27,YES,TR,NO,95.07824544586086,YES,135,0
MB 7094,2064529,SPG240,WORKING,NA,NO,NA,NO,95.06901035151427,YES,298,NA
MB 7094,2064428,SPG240,WORKING,2024-04-22,YES,TR,NO,95.06891151854926,YES,298,1
MB 7093,2071900,SPG240,WORKING,2024-04-26,YES,US,YES,95.04027647837839,YES,377,1
MBW Cyclone,2096190,SPG240,WORKING,2024-04-26,YES,US,NO,95.03868732721703,YES,172,NA
MBW Yuma,2074813,SPG240,WORKING,2024-04-23,YES,US,NO,95.02882820624784,YES,79,NA
MB 7094,2081295,SPG240,WORKING,2024-04-28,YES,US,NO,95.0190045738449,YES,298,NA
MB 7094,2067288,SPG240,WORKING,2024-04-28,YES,US,NO,94.98104808630526,YES,298,NA
MB 7092,2087895,SPG240,WORKING,2024-04-28,YES,US,YES,94.98050007154033,YES,366,1
Skyline Boar Stud,2021313,SPG240,WORKING,2024-04-24,YES,US,NO,94.97423115533739,YES,57,NA
MB 7093,2025484,SPG240,WORKING,2024-04-28,YES,US,YES,94.95643681348922,YES,377,1
MBW Cyclone,2096248,SPG240,WORKING,2024-04-26,YES,US,NO,94.94809291342033,YES,172,NA
MBW Cyclone,2086256,SPG240,WORKING,2024-04-26,YES,US,NO,94.93933162041384,YES,172,NA
MB 7094,2067086,SPG240,WORKING,2024-04-28,YES,US,NO,94.93622140200016,YES,298,NA
MB 7092,2086972,SPG240,WORKING,2024-04-28,YES,US,YES,94.9284850697457,YES,366,1
MBW Yuma,2048929,SPG240,WORKING,2024-04-23,YES,US,NO,94.90777839232408,YES,79,NA
Skyline Boar Stud,2021330,SPG240,WORKING,2024-04-24,YES,US,NO,94.86799830986645,YES,57,NA
MB 7093,2063806,SPG240,WORKING,2024-04-28,YES,US,YES,94.86754598854412,YES,377,1
MB 7093,2089641,SPG240,WORKING,2024-04-28,YES,US,YES,94.8590276711113,YES,377,1
MB 7094,2063996,SPG240,WORKING,2024-04-28,YES,US,NO,94.8499032894438,YES,298,NA
MB 7094,2067713,SPG240,WORKING,2024-04-25,YES,US,YES,94.80553531971525,YES,298,1
MB 7082,2047401,SPG240,WORKING,2024-04-26,YES,US,YES,94.77041359056071,YES,77,1
MB 7094,2081024,SPG240,WORKING,2024-04-28,YES,US,NO,94.76671265097752,YES,298,NA
MB 7093,2055561,SPG240,WORKING,2024-04-28,YES,US,YES,94.76006430460836,YES,377,1
MBW Yuma,2074755,SPG240,WORKING,2024-04-23,YES,US,NO,94.75944742110322,YES,79,NA
MB 7094,2065785,SPG240,WORKING,2024-04-28,YES,US,NO,94.70504842751869,YES,298,NA
MB 7093,2068583,SPG240,WORKING,2024-04-28,YES,US,YES,94.70448088909944,YES,377,1
MBW Cyclone,2054616,SPG240,WORKING,2024-04-26,YES,US,NO,94.652619532997,YES,172,NA
MB 7093,1450257,SPG240,WORKING,2024-04-28,YES,US,YES,94.65195975531479,YES,377,1
MB 7094,2069279,SPG240,WORKING,2024-04-28,YES,US,NO,94.64158138973892,YES,298,NA
MB 7092,2080563,SPG240,WORKING,2024-04-28,YES,US,YES,94.6284812188756,YES,366,1
MB 7092,2087738,SPG240,WORKING,2024-04-28,YES,US,YES,94.62340248189902,YES,366,1
MBW Cimarron,2074364,SPG240,WORKING,2024-04-28,YES,TR,NO,94.6185961692238,YES,158,0
MBW Cyclone,2096294,SPG240,WORKING,2024-04-26,YES,TR,NO,94.60624554038002,YES,172,0
MB 7092,2084878,SPG240,WORKING,2024-04-28,YES,US,YES,94.56609598896652,YES,366,1
MBW Cyclone,2085925,SPG240,NONWORKING,2024-04-26,YES,TR,NO,94.55798074382464,NO,172,NA
MB 7093,2094187,SPG240,WORKING,2024-04-28,YES,US,YES,94.55734064424502,YES,377,1
MB 7092,2056260,SPG240,WORKING,2024-04-28,YES,US,YES,94.5516784996817,YES,366,1
MB 7093,2056477,SPG240,WORKING,2024-04-28,YES,US,YES,94.51618681371588,YES,377,1
MB 7092,2056048,SPG240,WORKING,2024-04-28,YES,US,YES,94.51124928991446,YES,366,1
MB 7093,2049231,SPG240,WORKING,2024-04-28,YES,US,YES,94.48487436426859,YES,377,1
MB 7094,2069437,SPG240,WORKING,2024-04-28,YES,US,NO,94.47389236727687,YES,298,NA
Skyline Boar Stud,2031967,SPG240,WORKING,2024-04-24,YES,US,NO,94.46091536245358,YES,57,NA
MB 7094,2065623,SPG240,WORKING,2024-04-28,YES,US,NO,94.45866010415958,YES,298,NA
MB 7093,2058857,SPG240,WORKING,2024-04-28,YES,US,YES,94.450588305379,YES,377,1
MB 7093,2058916,SPG240,WORKING,2024-04-28,YES,US,YES,94.38342931941871,YES,377,1
Skyline Boar Stud,2085211,SPG240,WORKING,2024-04-24,YES,US,NO,94.33030076822669,YES,57,NA
MB 7094,2081405,SPG240,WORKING,2024-04-25,YES,US,YES,94.31916077329305,YES,298,1
MBW Cyclone,2054697,SPG240,NONWORKING,2024-04-26,YES,TR,NO,94.30709590593663,NO,172,NA
Skyline Boar Stud,2097390,SPG240,WORKING,2024-04-24,YES,US,NO,94.27173062902637,YES,57,NA
Skyline Boar Stud,2014625,SPG240,WORKING,2024-04-24,YES,US,NO,94.26202287558789,YES,57,NA
MB 7094,2065558,SPG240,WORKING,2024-04-28,YES,US,NO,94.25888366522246,YES,298,NA
MB 7094,2065799,SPG240,WORKING,NA,NO,NA,NO,94.24382365888957,YES,298,NA
MBW Yuma,2074832,SPG240,WORKING,2024-04-23,YES,US,NO,94.2077167669178,YES,79,NA
MBW Cyclone,2070334,SPG240,WORKING,2024-04-26,YES,US,NO,94.1624577997544,YES,172,NA
MB 7093,2063708,SPG240,WORKING,2024-04-28,YES,US,YES,94.1490149923594,YES,377,1
Skyline Boar Stud,2021014,SPG240,WORKING,2024-04-24,YES,US,NO,94.12333796502271,YES,57,NA
MB 7092,2087849,SPG240,WORKING,2024-04-28,YES,TR,NO,94.1031639362987,YES,366,1
MBW Cyclone,2073919,SPG240,WORKING,2024-04-26,YES,US,NO,94.08816810678066,YES,172,NA
MBW Cimarron,2052553,SPG240,WORKING,2024-04-28,YES,US,NO,94.08696225757672,YES,158,NA
Skyline Boar Stud,2085448,SPG240,WORKING,2024-04-24,YES,US,NO,94.08322606284172,YES,57,NA
MB 7082,2079878,SPG240,WORKING,2024-04-26,YES,US,YES,94.05776698009261,YES,77,1
MB 7092,2065061,SPG240,WORKING,2024-04-28,YES,US,YES,94.0250974856843,YES,366,1
MB 7093,2089888,SPG240,WORKING,2024-04-28,YES,TR,NO,94.0067000262069,YES,377,0
MB 7094,2067075,SPG240,WORKING,2024-04-28,YES,US,NO,93.99261728142199,YES,298,NA
MB 7094,2081266,SPG240,WORKING,NA,NO,NA,NO,93.9736723832164,YES,298,NA
Skyline Boar Stud,2096918,SPG240,WORKING,2024-04-24,YES,US,NO,93.93929474522959,YES,57,NA
MB 7093,2012378,SPG240,WORKING,2024-04-28,YES,US,NO,93.9261939172034,YES,377,NA
SPGNC,2109490,SPG240,WORKING,NA,NO,NA,NO,93.9143781819637,YES,122,NA
MB 7093,2089544,SPG240,WORKING,2024-04-28,YES,US,NO,93.90083191691355,YES,377,NA
MB 7093,2074640,SPG240,WORKING,NA,NO,NA,NO,93.8808904129285,YES,377,NA
Skyline Boar Stud,2096986,SPG240,WORKING,2024-04-24,YES,US,NO,93.86770601799053,YES,57,NA
MBW Cyclone,2096105,SPG240,WORKING,2024-04-26,YES,US,NO,93.85544587566356,YES,172,NA
MB 7093,2017715,SPG240,WORKING,2024-04-28,YES,US,NO,93.84361266603865,YES,377,NA
MB 7094,2069878,SPG240,WORKING,NA,NO,NA,NO,93.82602940749864,YES,298,NA
MB 7092,2087176,SPG240,WORKING,2024-04-28,YES,US,YES,93.80069886376228,YES,366,1
MBW Yuma,2054888,SPG240,WORKING,2024-04-23,YES,US,NO,93.76159150078115,YES,79,NA
MB 7093,2070946,SPG240,WORKING,2024-04-28,YES,US,NO,93.74054466566461,YES,377,NA
MBW Cimarron,2050951,SPG240,WORKING,2024-04-28,YES,US,NO,93.68816722333345,YES,158,NA
MB 7093,2089127,SPG240,WORKING,NA,NO,NA,NO,93.6880307939434,YES,377,NA
MBW Cimarron,2059221,SPG240,WORKING,2024-04-28,YES,US,NO,93.65906789470534,YES,158,NA
MB 7094,2069440,SPG240,WORKING,NA,NO,NA,NO,93.65726285242016,YES,298,NA
MB 7094,2065208,SPG240,WORKING,2024-04-25,YES,US,YES,93.64897138614327,YES,298,1
MB 7093,2088133,SPG240,WORKING,2024-04-28,YES,US,NO,93.64235890442063,YES,377,NA
MB 7094,2065695,SPG240,WORKING,2024-04-25,YES,US,YES,93.61842699344899,YES,298,1
MBW Cimarron,2059644,SPG240,WORKING,2024-04-28,YES,US,NO,93.61581416550331,YES,158,NA
MB 7093,2089970,SPG240,WORKING,2024-04-28,YES,US,NO,93.6152006128428,YES,377,NA
MBW Cyclone,2054159,SPG240,WORKING,2024-04-26,YES,US,NO,93.57836690435369,YES,172,NA
MB 7082,2099600,SPG240,WORKING,2024-04-26,YES,US,YES,93.552346729592,YES,77,1
MB 7093,2074527,SPG240,WORKING,2024-04-28,YES,US,NO,93.52244609385515,YES,377,NA
MB 7094,2065401,SPG240,WORKING,2024-04-25,YES,US,YES,93.5165216900234,YES,298,1
MB 7094,2065328,SPG240,WORKING,2024-04-25,YES,US,YES,93.4560979884431,YES,298,1
MB 7093,2058652,SPG240,WORKING,2024-04-28,YES,US,NO,93.45258008683574,YES,377,NA
MB 7093,2058975,SPG240,WORKING,2024-04-28,YES,US,NO,93.42719970945132,YES,377,NA
MB 7094,2106733,SPG240,WORKING,2024-04-28,YES,US,NO,93.41849824807214,YES,298,NA
SPGNC,2112051,SPG240,WORKING,NA,NO,NA,NO,93.36775760426606,YES,122,NA
MB 7094,2065921,SPG240,WORKING,2024-04-25,YES,US,YES,93.34239063170598,YES,298,1
MB 7093,2089144,SPG240,WORKING,NA,NO,NA,NO,93.33800684597597,YES,377,NA
MB 7092,2086903,SPG240,WORKING,2024-04-28,YES,US,YES,93.31323531591728,YES,366,1
MB 7094,2069885,SPG240,WORKING,2024-04-25,YES,US,YES,93.27423311337603,YES,298,1
MB 7093,2070709,SPG240,WORKING,2024-04-28,YES,US,NO,93.26588355148324,YES,377,NA
MB 7093,2094107,SPG240,WORKING,2024-04-28,YES,US,NO,93.26184753285526,YES,377,NA
MB 7092,2065091,SPG240,WORKING,2024-04-28,YES,TR,NO,93.25602010760981,YES,366,1
MB 7094,2069643,SPG240,WORKING,2024-04-25,YES,US,YES,93.25308841941093,YES,298,1
MB 7093,2089129,SPG240,WORKING,2024-04-28,YES,US,NO,93.25281558405248,YES,377,NA
MB 7093,2088135,SPG240,WORKING,2024-04-28,YES,US,NO,93.23999508865886,YES,377,NA
MB 7092,2067814,SPG240,WORKING,2024-04-28,YES,US,YES,93.21980560765202,YES,366,1
MB 7094,2065461,SPG240,WORKING,2024-04-28,YES,US,NO,93.18993271164636,YES,298,NA
MB 7093,2058131,SPG240,WORKING,2024-04-28,YES,US,NO,93.17731923481068,YES,377,NA
MB 7093,2057859,SPG240,WORKING,2024-04-28,YES,US,NO,93.15312070167293,YES,377,NA
MBW Cimarron,2052626,SPG240,WORKING,2024-04-28,YES,US,NO,93.15195937531058,YES,158,NA
Skyline Boar Stud,2085140,SPG240,NONWORKING,2024-04-26,YES,TR,NO,93.11027884715116,NO,57,NA
MB 7094,2067101,SPG240,WORKING,2024-04-25,YES,US,YES,93.09795836477939,YES,298,1
MB 7094,2069342,SPG240,WORKING,2024-04-25,YES,US,YES,93.07187407336018,YES,298,1
MB 7092,2056310,SPG240,WORKING,2024-04-28,YES,US,YES,93.06595881970586,YES,366,1
MB 7093,2088442,SPG240,WORKING,2024-04-28,YES,US,NO,93.03927716986455,YES,377,NA
MB 7092,2067975,SPG240,WORKING,2024-04-28,YES,US,YES,93.01304400641395,YES,366,1
MBW Yuma,2053638,SPG240,WORKING,NA,NO,NA,NO,92.9855355091805,YES,79,NA
MB 7094,2068610,SPG240,WORKING,2024-04-25,YES,US,YES,92.94338991899275,YES,298,1
MB 7093,1450089,SPG240,WORKING,2024-04-28,YES,US,NO,92.9416842431213,YES,377,NA
Skyline Boar Stud,2085155,SPG240,WORKING,2024-04-24,YES,US,NO,92.82958270897679,YES,57,NA
MB 7093,2031795,SPG240,WORKING,2024-04-28,YES,US,NO,92.81040522284421,YES,377,NA
SPGVA,2063956,SPG240,NONWORKING,NA,NO,NA,NO,92.8025123145105,NO,135,NA
MB 7094,2064456,SPG240,WORKING,2024-04-25,YES,US,YES,92.8008176721067,YES,298,1
MB 7093,2094165,SPG240,WORKING,2024-04-28,YES,US,NO,92.78571522346522,YES,377,NA
MB 7093,2058865,SPG240,WORKING,2024-04-28,YES,US,NO,92.78269665197547,YES,377,NA
MB 7093,2056509,SPG240,WORKING,2024-04-28,YES,US,NO,92.7384653852023,YES,377,NA
MB 7094,2081453,SPG240,WORKING,2024-04-28,YES,US,NO,92.70985591779366,YES,298,NA
MBW Cimarron,2074399,SPG240,NONWORKING,NA,NO,NA,NO,92.69478435065193,NO,158,NA
Skyline Boar Stud,2085175,SPG240,WORKING,2024-04-24,YES,US,NO,92.69314184302901,YES,57,NA
MB 7082,2066304,SPG240,WORKING,2024-04-28,YES,US,NO,92.68981064227097,YES,77,NA
MB 7092,2071627,SPG240,WORKING,2024-04-28,YES,US,NO,92.65244473369432,YES,366,NA
MB 7092,2087833,SPG240,WORKING,2024-04-28,YES,US,YES,92.64687848683663,YES,366,1
MB 7093,2089272,SPG240,WORKING,2024-04-28,YES,US,NO,92.63806174588667,YES,377,NA
MB 7093,2058845,SPG240,WORKING,2024-04-28,YES,US,NO,92.62944679162196,YES,377,NA
Skyline Boar Stud,2085756,SPG240,WORKING,2024-04-24,YES,US,NO,92.61002916842462,YES,57,NA
Skyline Boar Stud,1551U,SPG240,WORKING,2024-04-24,YES,US,NO,92.56646230665396,YES,57,NA
MB 7093,2063916,SPG240,WORKING,2024-04-28,YES,US,NO,92.54898538782884,YES,377,NA
MBW Cimarron,2015246,SPG240,NONWORKING,NA,NO,NA,NO,92.52234796271807,NO,158,NA
MB 7092,2080686,SPG240,WORKING,NA,NO,NA,NO,92.51530316315959,YES,366,NA
MB 7094,2094183,SPG240,WORKING,2024-04-28,YES,US,NO,92.49338248169862,YES,298,NA
MB 7094,2069439,SPG240,WORKING,2024-04-25,YES,US,YES,92.48732341833572,YES,298,1
MB 7092,2084562,SPG240,WORKING,2024-04-23,YES,US,NO,92.45365891143031,NO,366,NA
MB 7092,2084562,SPG240,WORKING,2024-04-28,YES,US,YES,92.45365891143031,YES,366,1
MBW Cimarron,2059487,SPG240,WORKING,2024-04-28,YES,US,NO,92.36070310369794,YES,158,NA
MB 7082,2006941,SPG240,WORKING,2024-04-28,YES,US,NO,92.33647605379608,YES,77,NA
MB 7094,2069555,SPG240,WORKING,2024-04-25,YES,TR,NO,92.30704447584577,YES,298,1
MB 7093,2085068,SPG240,WORKING,2024-04-28,YES,US,NO,92.30120612732381,YES,377,NA
Skyline Boar Stud,2097311,SPG240,WORKING,2024-04-24,YES,US,NO,92.24656326939822,YES,57,NA
Skyline Boar Stud,2085349,SPG240,NONWORKING,2024-04-26,YES,TR,NO,92.2417086883655,NO,57,NA
MB 7094,2067478,SPG240,WORKING,2024-04-25,YES,US,YES,92.21553679563374,YES,298,1
MB 7094,2067236,SPG240,WORKING,2024-04-25,YES,US,YES,92.20630801428617,YES,298,1
Skyline Boar Stud,2085115,SPG240,WORKING,2024-04-24,YES,US,NO,92.16543976827386,YES,57,NA
Skyline Boar Stud,7835G,SPG240,WORKING,2024-04-24,YES,US,NO,92.1427871933529,YES,57,NA
MB 7094,2064070,SPG240,WORKING,2024-04-25,YES,US,NO,92.10196130320338,NO,298,NA
MB 7094,2064070,SPG240,WORKING,2024-04-26,YES,US,YES,92.10196130320338,YES,298,1
MBW Cimarron,2074503,SPG240,WORKING,2024-04-23,YES,US,NO,92.09739089671072,YES,158,NA
MB 7092,2067880,SPG240,WORKING,2024-04-24,YES,TR,NO,92.06675928491951,YES,366,1
MB 7082,2058329,SPG240,WORKING,2024-04-28,YES,US,NO,92.06480121189978,YES,77,NA
MB 7094,2069746,SPG240,WORKING,2024-04-25,YES,US,YES,92.03013086605526,YES,298,1
MB 7093,2071868,SPG240,WORKING,2024-04-28,YES,US,NO,92.02004829926938,YES,377,NA
MB 7093,2070949,SPG240,WORKING,2024-04-28,YES,US,NO,92.01682285419689,YES,377,NA
MB 7092,2087190,SPG240,WORKING,2024-04-28,YES,TR,NO,91.96332027298611,YES,366,1
Skyline Boar Stud,2085323,SPG240,WORKING,2024-04-24,YES,US,NO,91.96126181171486,YES,57,NA
MB 7093,2055650,SPG240,WORKING,NA,NO,NA,NO,91.93777474102316,YES,377,NA
MB 7092,2080410,SPG240,WORKING,2024-04-28,YES,TR,NO,91.92458336707472,YES,366,1
MB 7093,7228G,SPG240,WORKING,NA,NO,NA,NO,91.92430943781697,YES,377,NA
MB 7082,2066260,SPG240,WORKING,2024-04-28,YES,US,NO,91.91660410821588,YES,77,NA
MB 7092,2040839,SPG240,WORKING,2024-04-28,YES,US,YES,91.90866644722942,YES,366,1
Skyline Boar Stud,2085224,SPG240,WORKING,2024-04-24,YES,US,NO,91.87288089537552,YES,57,NA
MB 7094,2064005,SPG240,WORKING,2024-04-25,YES,US,YES,91.83682360733503,YES,298,1
MB 7094,2067212,SPG240,WORKING,2024-04-25,YES,US,NO,91.8088834661133,NO,298,NA
MB 7094,2067212,SPG240,WORKING,2024-04-26,YES,US,YES,91.8088834661133,YES,298,1
MB 7094,2065477,SPG240,WORKING,2024-04-25,YES,US,NO,91.72701568308993,YES,298,NA
MB 7094,2081373,SPG240,WORKING,2024-04-25,YES,US,YES,91.71744096579609,YES,298,1
MB 7094,2068636,SPG240,WORKING,2024-04-25,YES,US,YES,91.69934358417457,YES,298,1
MB 7094,2065915,SPG240,WORKING,2024-04-25,YES,TR,NO,91.65020354932659,NO,298,NA
MB 7094,2065915,SPG240,WORKING,2024-04-26,YES,US,YES,91.65020354932659,YES,298,1
MB 7093,2063706,SPG240,WORKING,NA,NO,NA,NO,91.60021051687366,YES,377,NA
MB 7094,2065747,SPG240,WORKING,NA,NO,NA,NO,91.52710272605518,YES,298,NA
MBW Cimarron,2059422,SPG240,WORKING,2024-04-23,YES,US,NO,91.48453103031876,YES,158,NA
MB 7093,2057978,SPG240,WORKING,2024-04-28,YES,US,NO,91.47039070462115,YES,377,NA
MB 7092,2063319,SPG240,WORKING,2024-04-28,YES,US,YES,91.4641440907471,YES,366,1
MB 7092,2063258,SPG240,WORKING,2024-04-24,YES,TR,NO,91.4528296237878,YES,366,1
MB 7094,2067370,SPG240,WORKING,2024-04-25,YES,US,YES,91.43087475874063,YES,298,1
MB 7093,2088163,SPG240,WORKING,NA,NO,NA,NO,91.42653577934767,YES,377,NA
MB 7094,2065308,SPG240,WORKING,2024-04-25,YES,US,YES,91.42335576053023,YES,298,1
MB 7094,2064372,SPG240,WORKING,2024-04-25,YES,US,YES,91.39164251981846,YES,298,1
MB 7093,2094111,SPG240,WORKING,NA,NO,NA,NO,91.37715914837989,YES,377,NA
MB 7093,2055641,SPG240,WORKING,NA,NO,NA,NO,91.37494548880673,YES,377,NA
Skyline Boar Stud,2857F,SPG240,WORKING,2024-04-24,YES,US,NO,91.36752730263666,YES,57,NA
MB 7094,2065688,SPG240,WORKING,NA,NO,NA,NO,91.34473615965719,YES,298,NA
MB 7093,2063718,SPG240,WORKING,NA,NO,NA,NO,91.33467753902876,YES,377,NA
MB 7094,2069558,SPG240,WORKING,2024-04-25,YES,US,YES,91.30370928309246,YES,298,1
MB 7094,2065654,SPG240,WORKING,2024-04-25,YES,TR,NO,91.29546517318924,YES,298,1
MB 7092,2068884,SPG240,NONWORKING,2024-04-26,YES,TR,NO,91.29396665849993,NO,366,NA
MB 7092,2053570,SPG240,WORKING,2024-04-28,YES,TR,NO,91.26934974279757,YES,366,1
MB 7094,2065894,SPG240,WORKING,2024-04-25,YES,US,YES,91.254160644744,YES,298,1
